,EQNR,DNB,NHY,NOKUSD
2024-09-04,0.5759464193996936,0.24345514849189556,0.4767990829649269,0.1218518984439567
2024-09-05,0.5991678209031501,0.24764898758669315,0.4787140491580275,0.11913010348803385
2024-09-06,0.6029472405410966,0.26319639190171,0.4993157844844182,0.11823081450139161
2024-09-09,0.6108281697617305,0.2487019331713606,0.5447807928412376,0.10945822500796004
2024-09-10,0.6252453122842013,0.264169817219005,0.536206335439266,0.1652069989104672
2024-09-11,0.6202469100595455,0.235627668056042,0.5557275982636254,0.17278219317075877
2024-09-12,0.622356404555129,0.2428200381222821,0.566723167958243,0.1545181972599327
2024-09-13,0.6164612193302389,0.2399263380398677,0.5619784991434108,0.1430912993167562
2024-09-16,0.6048245832856497,0.22497553328702644,0.5668549506076436,0.17159784527994018
2024-09-17,0.6068762076272569,0.2160153435428434,0.5453297657880941,0.18463864047962616
2024-09-18,0.6060809934113149,0.22419573326841402,0.5443782624136082,0.1938472307708523
2024-09-19,0.5736045345264296,0.24292258096142477,0.5557473969181358,0.20898132075666215
2024-09-20,0.574389165196007,0.2430805793397775,0.5552680920212943,0.201427607074711
2024-09-23,0.5422163443275368,0.24340624821320375,0.5511653227193232,0.1996743455253572
2024-09-24,0.5375499447750334,0.23678288977064824,0.5601788256497342,0.19448700992288656
2024-09-25,0.5502036284184183,0.2531429226916397,0.5583148174308827,0.16734109080364112
2024-09-26,0.5638975811650241,0.23979463886955094,0.4972117752114319,0.2107471648000804
2024-09-27,0.5571948040480157,0.24026617844927953,0.49948029437589875,0.21341112929370173
2024-09-30,0.5583867963883719,0.24001530393975473,0.4979910943850901,0.21293054472878503
2024-10-01,0.5711609374694552,0.19231322105650162,0.4937978274302547,0.1846758536931475
2024-10-02,0.5622673160225871,0.1959442738685108,0.49586932452767263,0.17661528177436298
2024-10-03,0.532661924660562,0.19352496295067723,0.4186710686365759,0.19996955837432556
2024-10-04,0.535819175526036,0.19871936633145337,0.42980989158504757,0.19689381065421213
2024-10-07,0.43124907875798096,0.19432508308906798,0.43246204488173895,0.15586031749861537
2024-10-08,0.4541274391799553,0.18889674378574517,0.4741008772921829,0.12744757963475212
2024-10-09,0.4478567295996976,0.18799711392862972,0.47512949764531154,0.12606290645043483
2024-10-10,0.4683595040557681,0.17701854990276367,0.4905185312420739,0.09211179860213393
2024-10-11,0.46225188880023754,0.1922513855421776,0.4616644234383666,0.061859318139221055
2024-10-14,0.4562678433083889,0.18844918577904707,0.4669366420194425,0.061222468751110176
2024-10-15,0.4844056825332054,0.18503627215767873,0.48102479037591217,0.07881022370584842
2024-10-16,0.48611496029431267,0.19167438172826173,0.47992543637755214,0.0860892476039027
2024-10-17,0.49417518778278785,0.1856617365830261,0.48758204223123663,0.08173839878018076
2024-10-18,0.501057257801242,0.19002872483600175,0.49120940637864413,0.08258995150212087
2024-10-21,0.5137327884567057,0.21222170010071686,0.4830359366456973,0.08480881151676196
2024-10-22,0.5131466008897309,0.25542024056343743,0.4633986648936247,0.07655052405260276
2024-10-23,0.4984295426591273,0.26808730042376183,0.4514043493059593,0.057916924976413924
2024-10-24,0.48001989015619795,0.2633552498588128,0.4468044626183124,0.07017183794947197
2024-10-25,0.48030972246796994,0.21928031852022656,0.42798164335535804,0.06360291477653503
2024-10-28,0.5367240809607751,0.2438471157808862,0.4196862358764158,0.09050526164015485
2024-10-29,0.5361537943980733,0.2426376057413635,0.419288325716582,0.09210728131658452
2024-10-30,0.5164793608939356,0.20550192135112022,0.4015685412560503,0.07350566335780567
2024-10-31,0.4969055678512913,0.2034844844990158,0.4029212121463051,0.06388750885635844
2024-11-01,0.4906883768649406,0.1997172093889669,0.3988135074413353,0.06475252600154979
2024-11-04,0.4669501636666512,0.18779277461496063,0.3977525127120042,0.05130521832933685
2024-11-05,0.4585753111083896,0.20129596498174432,0.3936946112590788,0.05522671703306763
2024-11-06,0.44614945641806747,0.2135475977546395,0.39702660089265784,0.05971638491457503
2024-11-07,0.44627539917606707,0.20900278735523853,0.4003073791854815,0.0410798270725138
2024-11-08,0.4423910016610013,0.22496786059869836,0.4217065928102016,-0.01243361912831955
2024-11-11,0.4380814703405914,0.22164264105167172,0.4582003538983902,0.03409937061134635
2024-11-12,0.437174514731619,0.21825639558151105,0.4407722459748034,0.04341989780404788
2024-11-13,0.43363994277093426,0.21197801377885167,0.4332170748270811,0.047430379899348375
2024-11-14,0.42344768701493407,0.21153861801272436,0.43843911482416,0.04536814508419806
2024-11-15,0.3844705445284032,0.187170476622891,0.3550652740859066,0.06570397634055317
2024-11-18,0.3575339366639371,0.17513714891334042,0.3366002191106513,0.04977781149022203
2024-11-19,0.3555012510541398,0.16657256776791016,0.33686598486731045,0.03623925304178843
2024-11-20,0.34516520198036,0.17083078589490477,0.33002360347968385,0.04298801214581681
2024-11-21,0.36351121330944974,0.18382734355584235,0.3279816457514742,0.02824870127720823
2024-11-22,0.34603198338328356,0.18326384191318015,0.3262434287048337,0.02978870378073408
2024-11-25,0.34667224035263905,0.18374034435614142,0.31148066216477577,0.01089643786207372
2024-11-26,0.30175846239090687,0.12543525440999692,0.24406399695596284,0.030039949057903456
2024-11-27,0.3009552129751414,0.1129976094936182,0.23205195964617684,0.017507677637754425
2024-11-28,0.300418800187496,0.11337749123166949,0.2320209860413059,0.01739072228364891
2024-11-29,0.2956236456090521,0.09451568626230755,0.2176370529322803,0.02094662027500093
2024-12-02,0.2945031105270635,0.09942790326149999,0.21778354545531667,0.03219242509008377
2024-12-03,0.2799954630433131,0.09558766633345463,0.20805598624532512,-0.032829120977833845
2024-12-04,0.2911851464622329,0.11250407579462748,0.1829188000043848,-0.04941865709921483
2024-12-05,0.28897299789316744,0.10600433027681348,0.17249889858723005,-0.04071760167863926
2024-12-06,0.299645823380379,0.13213933499678532,0.18900181195976853,-0.036207989548485024
2024-12-09,0.31409399171806984,0.14203491597232742,0.17203087220804514,-0.07459144776689684
2024-12-10,0.3177333222510788,0.14790946706043154,0.18212709735252827,-0.08073316042070147
2024-12-11,0.31273325007146763,0.14223863666429934,0.16911873558190216,-0.08325075765954999
2024-12-12,0.3249121724516656,0.125267274111257,0.152595536105097,-0.08420449637620941
2024-12-13,0.31638402875408866,0.12531273784419508,0.1459388335893243,-0.07976339330143302
2024-12-16,0.33306507314704314,0.1210339349505694,0.15044588290039834,-0.07843208667302624
2024-12-17,0.3366208950003978,0.12875888863310467,0.12724558283514906,-0.07949932978380495
2024-12-18,0.32440272203913756,0.11596105122699657,0.11685923968345172,-0.05124327963539589
2024-12-19,0.2992053470955027,0.13362644129229917,0.16902771283100343,-0.0951646329916577
2024-12-20,0.29850783561521776,0.13063019079806196,0.16661291109693493,-0.09985998750819115
2024-12-23,0.30093319470687585,0.12854491275024807,0.16602630612243627,-0.10237190213861999
2024-12-24,0.28499443577328654,0.16118970078533812,0.16693203652159275,-0.09442785467958635
2024-12-25,0.28799748856035545,0.15870927677400337,0.16615050847546273,-0.09156322952998548
2024-12-26,0.29957356600471957,0.17966215445972597,0.22078404315436737,-0.13419436039101426
2024-12-27,0.30731857201919943,0.1843256446845888,0.21683058879419956,-0.13809195527336007
2024-12-30,0.39708424059011016,0.1905001776563515,0.2157678578215238,-0.10632086306459816
2024-12-31,0.36799263510860797,0.19397638962592934,0.13315640251210895,-0.08221065919032688
2025-01-02,0.3843939026572547,0.21446411849433514,0.15471377818239332,-0.10057519846305035
2025-01-03,0.3732819897103957,0.23469078924585282,0.10393200555187274,-0.06814228672228426
2025-01-06,0.37402291237665597,0.23708251753704382,0.11182316013049556,-0.06614786970439702
2025-01-07,0.3857612731423298,0.25101772421588686,0.10068961513852737,-0.05356234826951653
2025-01-08,0.34217817297712494,0.2662871980702566,0.05283253333301043,-0.1090035771945327
2025-01-09,0.3409669030833321,0.26475497854834323,0.06946007267901261,-0.12464218081993865
2025-01-10,0.3560152794649292,0.26792018431142683,0.06568544520868168,-0.11164897224776751
2025-01-13,0.3523284397128907,0.28517757670220917,0.08020284481791572,-0.11905269222511254
2025-01-14,0.35912074383109155,0.2649186293892077,0.07649991808451789,-0.1341308631932753
2025-01-15,0.3502471612736436,0.2198165142573117,0.11603228394519809,-0.11522743590671879
2025-01-16,0.3542460627547059,0.18459864806168727,0.11284031188008788,-0.11860297433774633
2025-01-17,0.37292169965540567,0.17570990265540049,0.0982461033483314,-0.12266712298638509
2025-01-20,0.35058925711454236,0.1877973990988793,0.08440155797401268,-0.1426433269534957
2025-01-21,0.2728343123757651,0.1302378709125871,0.12618658943000788,-0.25869657695360965
2025-01-22,0.27600782295069837,0.13703067290602147,0.13208054626681534,-0.25628065383084525
2025-01-23,0.27717763433193565,0.12934755540511447,0.13811073266731594,-0.2752172707012899
2025-01-24,0.28375526779106974,0.14210337916688998,0.14544450566833114,-0.2753819037287311
2025-01-27,0.28133308497735177,0.1389434480090111,0.17066560395149116,-0.2885627259219156
