,Oil,EQNR,DNB,NHY,NOKUSD
2016-06-03,100.0,100.0,100.0,100.0,100.0
2016-06-06,101.8331987481891,102.80938826949408,100.18956881135578,101.85185392819595,101.88613288665493
2016-06-07,103.62610648507764,104.55580104444542,101.13743844320457,101.29629588102749,101.96083238642588
2016-06-08,105.78162563894642,106.22626110077253,100.75828163919063,101.94442980621854,102.56740970375984
2016-06-09,104.65350806142983,104.78361020488616,99.62086237728842,98.98147847078253,102.96483462859018
2016-06-10,101.81305708490113,103.72058571491145,97.34595352204197,97.93211388813829,102.16953788537045
2016-06-13,101.43029631990832,102.80938826949408,95.07109581693518,96.82099779380134,100.70912697543247
2016-06-14,100.38276076499282,101.06302448997471,94.31278860267473,96.14198344098969,100.6856464430159
2016-06-15,98.65028570269277,101.06302448997471,94.78673300925031,96.48149061739552,99.76826086219795
2016-06-16,95.064462544191,98.86103259048747,91.8957271155394,94.07408798557955,100.28518015924183
2016-06-17,99.05318044624889,102.8853605862911,96.30331546893393,96.79011736618077,99.61579567629241
2016-06-20,102.03465380469181,105.23915993216289,99.05212397438376,98.73457520304466,100.55195699344661
2016-06-21,101.97421344537867,103.72058571491145,99.43126159709533,97.8395193230188,100.6625072876236
2016-06-22,100.48348445088185,105.77067217715023,100.18956881135578,98.76543694356833,100.2929076937009
2016-06-23,102.55842158214956,107.13742914893072,101.23221965199876,98.14814607180405,101.11778010093464
2016-06-24,97.52216044045153,105.23915993216289,95.26067102205843,95.0308580031043,101.33488347467687
2016-06-27,95.00402986960252,102.80938826949408,91.61136430785454,90.12345817435286,97.62211040641928
2016-06-28,97.86463019414381,104.32802128126386,92.46442715583932,91.72839014771402,97.25468321174208
2016-06-29,101.95407178209072,107.8967603534452,93.83885058986661,93.54939167893474,98.35885167968979
2016-06-30,100.08058202260108,109.41533457069663,94.17060400194856,93.58024407590997,99.37562762941774
2016-07-01,100.40290242828075,110.857985466583,95.16588341949681,97.50001214661297,99.74389274951821
2016-07-04,100.40290242828075,111.69322039428975,93.93365097996315,97.34567541334924,99.96195818578346
2016-07-05,96.61563189800096,110.09870325750049,90.99524808808769,94.62963668919957,100.44745838288213
2016-07-06,98.30781594900047,107.8967603534452,89.71563783169188,92.99383363176628,99.04494501626475
2016-07-07,93.47300986380517,112.68031176381301,92.84359035362073,94.53704212408009,98.78104816277403
2016-07-08,94.19822501304098,110.93393818520725,94.17060400194856,95.33950343898644,98.02183807444986
2016-07-11,93.17083112141343,112.37659888018001,96.39807749642573,99.3518567312605,97.68827548058282
2016-07-12,97.64303347435316,113.13588108926251,89.09951521815759,101.0494113003865,97.98495073526094
2016-07-13,93.19097278470137,113.36369024970325,88.10424858814426,103.27159677131814,98.71199690104145
2016-07-14,95.42707396117123,113.13588108926251,88.95733061743142,103.20986394672234,98.91311141633665
2016-07-15,95.91055841205309,113.74333625378772,88.95733061743142,103.24074437434292,99.43030381499996
2016-07-18,94.60112744132175,111.92100995655771,88.34121439766459,103.79630242151138,98.37824810152478
2016-07-19,93.99677764126292,111.92100995655771,88.95733061743142,103.02469350358025,98.77331442145999
2016-07-20,95.02417153289046,111.6173068720111,90.33174126392379,102.62344415903017,97.91147398592248
2016-07-21,93.07010743552439,113.28771793290625,90.52131007527959,109.25926029743131,98.03072629079152
2016-07-22,92.04270585917219,110.02276033796265,89.81041264671859,107.74693223273808,98.26395507379051
2016-07-25,90.08864176180612,107.213332872123,89.09951521815759,107.34567354463955,97.40922148721334
2016-07-26,90.39081281947321,108.42825300025977,89.05211821999303,109.35186420609924,97.05764039331847
2016-07-27,87.5705111909571,106.75778314484627,90.47393865218487,109.84568942867192,97.18070991400465
2016-07-28,86.01934183714715,102.8853605862911,87.86728917239138,111.45062140203308,97.67406798951713
2016-07-29,85.5358573862653,100.83521532953397,88.00946098558263,111.20371813429519,97.4002277543369
2016-08-01,85.51571572297736,100.22776016500879,87.25117934639201,110.61728900305458,98.70696314164682
2016-08-02,84.20628475224602,99.08879275549623,86.87204172368043,109.72221443593185,98.06141918870323
2016-08-03,86.82513900898405,99.6962773172806,87.01421353687168,108.82715855590601,98.79861976924279
2016-08-04,89.22240423065608,101.59452693587565,88.43602118152859,109.8765511691956,98.54675800757224
2016-08-05,89.18211321935556,102.35382874313098,89.43126863023953,111.4197596615094,98.95376010964782
2016-08-08,91.43835605911336,103.11315014855904,90.33174126392379,114.90740730359019,97.89985475338644
2016-08-09,90.61240953926387,103.87240296038239,91.4218018902662,115.895067092284,98.39231283492578
2016-08-10,88.73891977977424,102.81468957523214,91.70614551664869,114.8148314255676,99.10656667257766
2016-08-11,92.7477870298447,102.73772755070954,91.37440489210165,113.08641511591793,100.86324939161959
2016-08-12,94.62127678933435,102.81468957523214,91.27962368330749,112.6234609774174,101.13373792510671
2016-08-15,97.40128740654991,103.12247887880422,92.18007713568936,112.22223031996421,101.48374868468983
2016-08-16,99.17405348015052,104.12291660399336,91.37440489210165,112.99384858144379,101.38050385883277
2016-08-17,100.42304409156873,101.58330698195684,89.5260498390337,110.86418292724403,101.69857414265178
2016-08-18,102.51813057084902,103.27640292784943,89.57344683719825,112.12963575484471,101.6371386919885
2016-08-19,102.49798890756105,103.50725960415808,89.62084383536279,112.93211575684798,102.18082194773717
2016-08-22,99.03303878296093,101.66029840373862,90.75828867233483,110.8333305302688,101.0896816684076
2016-08-23,100.64464081135938,101.42943192834359,92.89098735178528,111.29630335586624,101.5097119591013
