,Actual,Fitted
2019-06-10,62.290000915527344,63.654751573195426
2019-06-11,62.290000915527344,63.66346981068182
2019-06-12,59.970001220703125,63.67218804816821
2019-06-13,61.310001373291016,63.68090628565369
2019-06-14,62.0099983215332,63.68962452314008
2019-06-17,60.939998626708984,63.71577923559744
2019-06-18,62.13999938964844,63.72449747308383
2019-06-19,61.81999969482422,63.73321571057022
2019-06-20,64.44999694824219,63.7419339480557
2019-06-21,65.19999694824219,63.750652185542094
2019-06-24,64.86000061035156,63.77680689799945
2019-06-25,65.05000305175781,63.78552513548584
2019-06-26,66.48999786376953,63.79424337297132
2019-06-27,66.55000305175781,63.802961610457714
2019-06-28,66.55000305175781,63.811679847944106
2019-07-01,65.05999755859375,63.83783456040146
2019-07-02,62.400001525878906,63.84655279788785
2019-07-03,63.81999969482422,63.855271035373335
2019-07-04,63.81999969482422,63.863989272859726
2019-07-05,64.2300033569336,63.87270751034612
2019-07-08,64.11000061035156,63.89886222280347
2019-07-09,64.16000366210938,63.907580460289864
2019-07-10,67.01000213623047,63.916298697775346
2019-07-11,66.5199966430664,63.92501693526174
2019-07-12,66.72000122070312,63.93373517274813
2019-07-15,66.4800033569336,63.959889885205484
2019-07-16,64.3499984741211,63.968608122691876
2019-07-17,63.65999984741211,63.97732636017736
2019-07-18,61.93000030517578,63.98604459766375
2019-07-19,62.470001220703125,63.99476283514923
2019-07-22,63.2599983215332,64.0209175476075
2019-07-23,63.83000183105469,64.02963578509389
2019-07-24,63.18000030517578,64.03835402257937
2019-07-25,63.38999938964844,64.04707226006576
2019-07-26,63.459999084472656,64.05579049755124
2019-07-29,63.709999084472656,64.08194521000951
2019-07-30,64.72000122070312,64.0906634474959
