Price,Close,High,Low,Open,Volume
Ticker,NOKUSD=X,NOKUSD=X,NOKUSD=X,NOKUSD=X,NOKUSD=X
2021-05-28,0.11981141567230225,0.12000912427902222,0.11926599591970444,0.11980150640010834,0
2021-05-31,0.11961150169372559,0.12031088024377823,0.1192641332745552,0.11962051689624786,0
2021-06-01,0.12037894874811172,0.12127018719911575,0.12031117081642151,0.12040330469608307,0
2021-06-02,0.12028223276138306,0.12064909189939499,0.11979978531599045,0.12027601152658463,0
2021-06-03,0.12051967531442642,0.12065593898296356,0.11916081607341766,0.12046321481466293,0
2021-06-04,0.11939157545566559,0.12052098661661148,0.11900512129068375,0.1194058433175087,0
2021-06-07,0.12042679637670517,0.12118569016456604,0.12009327858686447,0.12039344757795334,0
2021-06-08,0.12102434784173965,0.12136202305555344,0.12074494361877441,0.12099286913871765,0
2021-06-09,0.1209837943315506,0.1214115247130394,0.12084271013736725,0.12095467001199722,0
2021-06-10,0.12088054418563843,0.1210683062672615,0.11985118687152863,0.12084883451461792,0
2021-06-11,0.12089019268751144,0.12118861079216003,0.11965873837471008,0.12093009054660797,0
2021-06-14,0.11978773772716522,0.120461605489254,0.11965658515691757,0.1198020800948143,0
2021-06-15,0.12033259868621826,0.1205795556306839,0.11982031911611557,0.12035432457923889,0
2021-06-16,0.12025647610425949,0.12041359394788742,0.11926428228616714,0.12023855000734329,0
2021-06-17,0.11803031712770462,0.118449866771698,0.11675123870372772,0.11812219023704529,0
2021-06-18,0.1171097382903099,0.11746849864721298,0.11490832269191742,0.11708230525255203,0
2021-06-21,0.1154254600405693,0.11674373596906662,0.11471179127693176,0.11538416892290115,0
2021-06-22,0.11657865345478058,0.11672833561897278,0.11611044406890869,0.11656872183084488,0
2021-06-23,0.11713167279958725,0.11793704330921173,0.11678886413574219,0.11727866530418396,0
2021-06-24,0.11716489493846893,0.11779117584228516,0.11706463247537613,0.11733081936836243,0
